가구식별번호,조사연도,조사차수,조사구식별번호,시도코드,시도명,행정구역유형,도시농촌구분,층화코드,표본조사구코드,조사일자,응답방식,응답상태,주택유형,점유형태,아파트층수,가구유형,가구원수,가구원수구간,가구주성별,가구주연령,가구주연령대,교육수준코드,교육수준,종사상지위,경제활동상태,산업분류,인터넷이용여부,건강상태등급,삶의만족도점수,지역박탈도백분위,통근시간_분,주당근로시간,월근로소득_만원,월사업소득_만원,월이전소득_만원,월기타소득_만원,월총소득_만원,연간가구소득_만원,세금사회보험료_만원,가처분소득_만원,식료품비_만원,주거비_만원,교육비_만원,보건의료비_만원,교통비_만원,기타지출_만원,월총지출_만원,월저축액_만원,1인당가처분소득_만원,균등화가처분소득_만원,주거비부담률,경제스트레스지수,조사가중치,응답자메모
HH-2025-000737,2025,1,ED-0237,R03,대구광역시,동부,도시,ST-03-동,PSU-0270,2025-06-29,인터넷,완료,아파트,자가,30,1인가구,1,2인,남성,44,40대,4,고등학교,비경제활동,비경제활동,,Y,5,4,5,,,0.0,0.0,0,30,30.0,360.0,1.6,28.4,60,52,6,8,10,25,161,-132.6,28.4,28.4,183.1,57.0,1.615,메모-0737: 응답자가 조사표 작성 기준을 확인함
HH-2025-000738,2025,2,ED-0238,R05,광주광역시,동부,도시,ST-05-동,PSU-0007,2025-08-05,인터넷,완료,아파트,자가,7,부부,2,2인,여성,49,40대,4,고등학교,상용근로자,취업,기타서비스,Y,2,5,35,44.5,25.0,440,0.0,0,110,550.0,6600.0,57.8,492.2,84,71,17,9,35,48,264,228.2,246.1,348.0,14.4,32.6,1.98,"메모-0738: 생활비, 주거비 항목 재확인"
HH-2025-000739,2025,3,ED-0239,R01,서울특별시,동부,도시,ST-01-동,PSU-0044,2025-09-11,방문면접,완료,오피스텔,자가,0,3세대,5,5인 이상,남성,79,70대 이상,4,고등학교,비경제활동,비경제활동,,Y,2,4,5,,,0.0,0.0,50,100,150.0,1800.0,8.2,141.8,113,66,0,33,24,70,306,-164.2,28.4,63.4,46.5,30.9,0.84,메모-0739: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000740,2025,4,ED-0240,R09,경기도,동부,도시,ST-09-동,PSU-0081,2025-04-21,인터넷,완료,오피스텔,자가,0,부부,2,2인,여성,60,60대,5,대학교,비경제활동,비경제활동,,Y,3,3,20,,,0.0,0.0,20,30,50.0,600.0,2.8,47.2,91,43,24,27,14,31,230,-182.8,23.6,33.4,91.1,31.9,1.205,메모-0740: 소득 항목은 월평균 금액으로 응답
HH-2025-000741,2025,1,ED-0241,R04,인천광역시,동부,도시,ST-04-동,PSU-0118,2025-05-28,인터넷,완료,아파트,자가,28,부부+자녀,3,3~4인,여성,64,60대,5,대학교,무급가족종사자,취업,도소매·숙박,Y,3,4,5,26.5,37.0,0.0,85,0,85,170.0,2040.0,9.3,160.7,106,56,8,5,41,20,236,-75.3,53.6,92.8,34.8,32.7,1.57,메모-0741: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000742,2025,2,ED-0242,R16,경상남도,동부,도시,ST-16-동,PSU-0155,2025-07-04,인터넷,완료,아파트,자가,5,한부모,2,2인,여성,67,60대,3,중학교,비경제활동,비경제활동,,Y,4,3,10,,,0.0,0.0,45,60,105.0,1260.0,5.8,99.2,84,45,4,21,16,41,361,-261.8,49.6,70.1,45.4,31.5,1.935,메모-0742: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000743,2025,3,ED-0243,R04,인천광역시,동부,도시,ST-04-동,PSU-0192,2025-08-10,인터넷,완료,연립·다세대,자가,0,1인가구,1,1인,남성,51,50대,5,대학교,비경제활동,비경제활동,,Y,5,5,5,,,0.0,0.0,25,0,25.0,300.0,1.4,23.6,32,52,18,15,17,32,166,-142.4,23.6,23.6,220.3,32.0,0.795,메모-0743: 응답자가 조사표 작성 기준을 확인함
HH-2025-000744,2025,4,ED-0244,R01,서울특별시,동부,도시,ST-01-동,PSU-0229,2025-09-16,방문면접,완료,아파트,무상,19,1인가구,1,1인,남성,73,70대 이상,4,고등학교,비경제활동,비경제활동,,N,4,4,10,,,0.0,0.0,30,120,150.0,1800.0,8.2,141.8,67,81,0,17,11,31,207,-65.2,141.8,141.8,57.1,30.7,1.16,
HH-2025-000745,2025,1,ED-0245,R02,부산광역시,동부,도시,ST-02-동,PSU-0266,2025-04-26,인터넷,완료,단독주택,보증부월세,0,기타,4,3~4인,남성,55,50대,4,고등학교,임시·일용근로자,취업,제조업,Y,4,4,20,46.0,35.0,110,0.0,30,20,160.0,1920.0,8.8,151.2,123,105,44,23,43,39,377,-225.8,37.8,75.6,69.4,37.3,1.525,메모-0745: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000746,2025,2,ED-0246,R09,경기도,면부,농촌,ST-09-면,PSU-0003,2025-06-02,방문면접,완료,아파트,자가,3,부부,2,2인,남성,60,60대,4,고등학교,자영업자,취업,기타서비스,Y,3,3,35,38.0,34.5,0.0,340,35,70,445.0,5340.0,46.7,398.3,53,43,0,7,34,25,162,236.3,199.2,281.6,10.8,31.9,1.89,메모-0746: 소득 항목은 월평균 금액으로 응답
HH-2025-000747,2025,3,ED-0247,R10,강원특별자치도,동부,농촌,ST-10-동,PSU-0040,2025-07-09,인터넷,완료,아파트,무상,10,부부+자녀,3,3~4인,남성,51,50대,3,중학교,임시·일용근로자,취업,보건·복지,Y,4,4,15,19.5,30.5,115,0.0,45,70,230.0,2760.0,12.7,217.3,105,22,0,10,39,32,208,9.3,72.4,125.5,10.1,30.9,0.75,메모-0747: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000748,2025,4,ED-0248,R04,인천광역시,동부,도시,ST-04-동,PSU-0077,2025-08-15,전화,부분응답,아파트,자가,17,부부+자녀,4,3~4인,여성,49,40대,4,고등학교,자영업자,취업,건설업,Y,4,4,5,64.5,46.5,0.0,285,45,60,390.0,4680.0,40.9,349.1,111,33,26,11,48,43,272,77.1,87.3,174.6,9.5,40.8,1.115,메모-0748: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000749,2025,1,ED-0249,R11,충청북도,읍부,농촌,ST-11-읍,PSU-0114,2025-09-21,인터넷,완료,아파트,자가,24,1인가구,1,1인,여성,49,40대,4,고등학교,자영업자,취업,건설업,Y,4,3,15,54.5,48.0,0.0,325,15,95,435.0,5220.0,45.7,389.3,54,11,7,2,36,23,133,256.3,389.3,389.3,2.8,36.5,1.48,메모-0749: 응답자가 조사표 작성 기준을 확인함
HH-2025-000750,2025,2,ED-0250,R09,경기도,면부,농촌,ST-09-면,PSU-0151,2025-05-01,인터넷,완료,연립·다세대,자가,0,1인가구,1,1인,남성,32,30대,6,대학원,상용근로자,취업,공공·교육,Y,5,5,10,36.0,47.0,375,0.0,0,20,395.0,4740.0,41.5,353.5,70,35,0,12,50,23,190,163.5,353.5,353.5,9.9,32.0,1.845,"메모-0750: 생활비, 주거비 항목 재확인"
HH-2025-000751,2025,3,ED-0251,R01,서울특별시,동부,도시,ST-01-동,PSU-0188,2025-06-07,방문면접,완료,오피스텔,자가,0,부부+자녀,4,3~4인,남성,88,70대 이상,4,고등학교,비경제활동,비경제활동,,N,2,3,5,,,0.0,0.0,90,10,100.0,1200.0,5.5,94.5,118,54,18,42,25,49,306,-211.5,23.6,47.2,57.1,31.5,0.705,메모-0751: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000752,2025,4,ED-0252,R05,광주광역시,동부,도시,ST-05-동,PSU-0225,2025-07-14,인터넷,완료,오피스텔,전세,0,기타,3,3~4인,여성,53,50대,5,대학교,상용근로자,취업,건설업,Y,5,4,10,37.5,46.5,530,0.0,15,45,640.0,7680.0,61.9,528.1,68,68,0,12,25,33,206,322.1,176.0,304.9,12.9,30.3,1.07,메모-0752: 소득 항목은 월평균 금액으로 응답
HH-2025-000753,2025,1,ED-0253,R01,서울특별시,동부,도시,ST-01-동,PSU-0262,2025-08-20,방문면접,완료,아파트,전세,22,1인가구,1,1인,남성,21,20대 이하,5,대학교,학생,비경제활동,,N,4,4,5,,,0.0,0.0,20,15,35.0,420.0,1.9,33.1,54,81,1,2,12,18,168,-134.9,33.1,33.1,244.7,31.9,1.435,메모-0753: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000754,2025,2,ED-0254,R01,서울특별시,읍부,농촌,ST-01-읍,PSU-0299,2025-09-26,인터넷,완료,아파트,자가,29,부부+자녀,5,5인 이상,여성,52,50대,5,대학교,자영업자,취업,건설업,Y,5,4,10,34.0,60.5,0.0,315,55,10,380.0,4560.0,39.9,340.1,134,49,47,6,46,72,354,-13.9,68.0,152.1,14.4,32.1,1.8,메모-0754: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000755,2025,3,ED-0255,R01,서울특별시,동부,도시,ST-01-동,PSU-0036,2025-05-06,인터넷,부분응답,단독주택,무상,0,1인가구,1,1인,여성,54,50대,5,대학교,자영업자,취업,건설업,Y,5,4,10,35.5,50.5,0.0,270,30,40,340.0,4080.0,35.7,304.3,49,40,0,18,22,17,146,158.3,304.3,304.3,13.1,32.4,0.66,메모-0755: 응답자가 조사표 작성 기준을 확인함
HH-2025-000756,2025,4,ED-0256,R02,부산광역시,동부,도시,ST-02-동,PSU-0073,2025-06-12,인터넷,완료,아파트,자가,13,부부+자녀,3,3~4인,남성,31,30대,5,대학교,자영업자,취업,도소매·숙박,Y,5,3,10,23.5,48.5,0.0,475,25,40,540.0,6480.0,56.7,483.3,78,40,22,8,23,31,202,281.3,161.1,279.0,8.3,28.3,1.025,"메모-0756: 생활비, 주거비 항목 재확인"
HH-2025-000757,2025,1,ED-0257,R07,울산광역시,동부,도시,ST-07-동,PSU-0110,2025-07-19,인터넷,완료,아파트,자가,20,부부+자녀,4,3~4인,여성,62,60대,4,고등학교,상용근로자,취업,기타서비스,Y,5,4,10,65.5,49.0,415,0.0,15,0,430.0,5160.0,45.1,384.9,96,69,39,18,33,56,311,73.9,96.2,192.4,17.9,40.9,1.39,메모-0757: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000758,2025,2,ED-0258,R09,경기도,동부,도시,ST-09-동,PSU-0147,2025-08-25,방문면접,완료,연립·다세대,자가,0,부부+자녀,3,3~4인,남성,38,30대,6,대학원,상용근로자,취업,보건·복지,Y,4,3,35,59.5,38.0,425,0.0,0,0,425.0,5100.0,44.6,380.4,77,60,0,21,44,31,233,147.4,126.8,219.6,15.8,38.5,1.755,메모-0758: 소득 항목은 월평균 금액으로 응답
HH-2025-000759,2025,3,ED-0259,R09,경기도,동부,도시,ST-09-동,PSU-0184,2025-04-04,전화,완료,아파트,전세,4,부부+자녀,4,3~4인,남성,32,30대,5,대학교,임시·일용근로자,취업,제조업,Y,4,4,10,30.0,42.5,240,0.0,30,0,270.0,3240.0,14.8,255.2,105,36,25,6,33,59,264,-8.8,63.8,127.6,14.1,32.2,0.615,메모-0759: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000760,2025,4,ED-0260,R09,경기도,동부,도시,ST-09-동,PSU-0221,2025-05-11,인터넷,완료,단독주택,보증부월세,0,부부,2,2인,남성,52,50대,6,대학원,임시·일용근로자,취업,제조업,Y,5,4,5,64.5,35.0,190,0.0,30,25,245.0,2940.0,13.5,231.5,72,89,0,2,27,40,230,1.5,115.8,163.7,38.4,42.2,0.98,메모-0760: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000761,2025,1,ED-0261,R11,충청북도,동부,도시,ST-11-동,PSU-0258,2025-06-17,인터넷,완료,연립·다세대,보증부월세,0,부부+자녀,3,3~4인,남성,42,40대,6,대학원,실업자,실업,,Y,5,4,10,,,0.0,0.0,0,45,45.0,540.0,2.5,42.5,96,100,22,14,15,49,296,-253.5,14.2,24.5,235.3,32.1,1.345,메모-0761: 응답자가 조사표 작성 기준을 확인함
HH-2025-000762,2025,2,ED-0262,R09,경기도,동부,도시,ST-09-동,PSU-0295,2025-07-24,인터넷,완료,아파트,자가,25,한부모,2,2인,여성,56,50대,4,고등학교,실업자,실업,,Y,4,4,5,,,0.0,0.0,40,100,140.0,1680.0,7.7,132.3,74,68,3,20,10,31,206,-73.7,66.2,93.6,51.4,30.8,1.71,"메모-0762: 생활비, 주거비 항목 재확인"
HH-2025-000763,2025,3,ED-0263,R02,부산광역시,동부,도시,ST-02-동,PSU-0032,2025-08-30,인터넷,완료,아파트,보증부월세,2,부부,2,2인,여성,42,40대,4,고등학교,비경제활동,비경제활동,,Y,5,4,5,,,0.0,0.0,30,55,85.0,1020.0,4.7,80.3,77,118,0,2,31,43,271,-190.7,40.1,56.8,146.9,31.6,0.57,메모-0763: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000764,2025,4,ED-0264,R01,서울특별시,동부,도시,ST-01-동,PSU-0069,2025-04-09,전화,완료,아파트,자가,9,부부+자녀,5,5인 이상,여성,47,40대,4,고등학교,상용근로자,취업,기타서비스,Y,3,3,10,29.5,45.5,275,0.0,35,15,325.0,3900.0,34.1,290.9,139,18,81,2,35,53,328,-37.1,58.2,130.1,6.2,31.8,0.935,메모-0764: 소득 항목은 월평균 금액으로 응답
HH-2025-000765,2025,1,ED-0265,R10,강원특별자치도,동부,도시,ST-10-동,PSU-0106,2025-05-16,전화,완료,아파트,자가,16,기타,3,3~4인,남성,37,30대,5,대학교,상용근로자,취업,제조업,Y,5,4,5,25.0,37.5,370,0.0,5,70,445.0,5340.0,46.7,398.3,92,45,16,17,39,47,256,142.3,132.8,230.0,11.3,29.6,1.3,메모-0765: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000766,2025,2,ED-0266,R17,제주특별자치도,읍부,농촌,ST-17-읍,PSU-0143,2025-06-22,방문면접,완료,단독주택,보증부월세,0,1인가구,1,1인,남성,64,60대,3,중학교,비경제활동,비경제활동,,Y,5,3,5,,,0.0,0.0,45,0,45.0,540.0,2.5,42.5,48,99,0,15,33,44,239,-196.5,42.5,42.5,232.9,32.0,1.665,메모-0766: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000767,2025,3,ED-0267,R09,경기도,동부,도시,ST-09-동,PSU-0180,2025-07-29,인터넷,완료,단독주택,자가,0,부부+자녀,3,3~4인,남성,35,30대,4,고등학교,자영업자,취업,도소매·숙박,Y,5,3,10,36.0,40.5,0.0,230,30,0,260.0,3120.0,14.3,245.7,108,51,26,11,34,33,263,57.7,81.9,141.9,20.8,33.5,0.525,메모-0767: 응답자가 조사표 작성 기준을 확인함
HH-2025-000768,2025,4,ED-0268,R01,서울특별시,동부,도시,ST-01-동,PSU-0217,2025-09-04,전화,완료,아파트,보증부월세,7,1인가구,1,1인,남성,60,60대,6,대학원,상용근로자,취업,운수업,N,4,3,5,53.5,34.0,495,0.0,10,15,520.0,6240.0,54.6,465.4,32,85,9,18,32,24,200,265.4,465.4,465.4,18.3,35.4,0.89,"메모-0768: 생활비, 주거비 항목 재확인"
HH-2025-000769,2025,1,ED-0269,R11,충청북도,동부,도시,ST-11-동,PSU-0254,2025-04-14,인터넷,완료,아파트,자가,14,3세대,5,5인 이상,남성,42,40대,4,고등학교,자영업자,취업,공공·교육,Y,4,4,5,23.0,54.0,0.0,260,35,30,325.0,3900.0,34.1,290.9,133,60,50,10,17,58,328,-37.1,58.2,130.1,20.6,30.8,1.255,메모-0769: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000770,2025,2,ED-0270,R15,경상북도,읍부,농촌,ST-15-읍,PSU-0291,2025-05-21,인터넷,완료,단독주택,보증부월세,0,1인가구,1,1인,여성,63,60대,4,고등학교,자영업자,취업,기타서비스,Y,4,4,15,9.0,46.5,0.0,405,20,35,460.0,5520.0,48.3,411.7,54,96,0,13,47,30,240,171.7,411.7,411.7,23.3,27.8,1.62,메모-0770: 소득 항목은 월평균 금액으로 응답
HH-2025-000771,2025,3,ED-0271,R04,인천광역시,동부,도시,ST-04-동,PSU-0028,2025-06-27,인터넷,완료,아파트,자가,28,1인가구,1,1인,여성,59,50대,5,대학교,자영업자,취업,제조업,Y,3,4,10,38.0,51.0,0.0,290,5,150,445.0,5340.0,46.7,398.3,63,47,0,29,21,39,199,199.3,398.3,398.3,11.8,32.0,1.985,메모-0771: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000772,2025,4,ED-0272,R09,경기도,동부,도시,ST-09-동,PSU-0065,2025-08-03,전화,완료,연립·다세대,전세,0,1인가구,1,1인,남성,59,50대,4,고등학교,상용근로자,취업,보건·복지,Y,3,4,5,38.5,34.5,450,0.0,20,5,475.0,5700.0,49.9,425.1,38,54,0,20,39,38,189,236.1,425.1,425.1,12.7,31.7,0.845,메모-0772: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000773,2025,1,ED-0273,R16,경상남도,동부,도시,ST-16-동,PSU-0102,2025-09-09,인터넷,완료,아파트,자가,12,1인가구,1,1인,남성,82,70대 이상,2,초등학교,비경제활동,비경제활동,,Y,3,4,25,,,0.0,0.0,65,20,85.0,1020.0,4.7,80.3,34,35,2,23,15,20,129,-48.7,80.3,80.3,43.6,31.3,1.21,메모-0773: 응답자가 조사표 작성 기준을 확인함
HH-2025-000774,2025,2,ED-0274,R04,인천광역시,면부,농촌,ST-04-면,PSU-0139,2025-04-19,인터넷,완료,단독주택,자가,0,1인가구,1,1인,여성,71,70대 이상,4,고등학교,비경제활동,비경제활동,,Y,3,4,10,,,0.0,0.0,5,35,40.0,480.0,2.2,37.8,56,26,0,28,37,12,159,-121.2,37.8,37.8,68.8,31.9,1.575,"메모-0774: 생활비, 주거비 항목 재확인"
HH-2025-000775,2025,3,ED-0275,R01,서울특별시,동부,도시,ST-01-동,PSU-0176,2025-05-26,전화,완료,연립·다세대,자가,0,부부,2,2인,남성,82,70대 이상,4,고등학교,자영업자,취업,정보통신,Y,3,3,10,48.0,48.0,0.0,310,90,130,530.0,6360.0,55.6,474.4,79,62,0,39,43,34,257,217.4,237.2,335.5,13.1,33.7,1.94,
HH-2025-000776,2025,4,ED-0276,R09,경기도,면부,농촌,ST-09-면,PSU-0213,2025-07-02,전화,완료,아파트,자가,3,한부모,4,3~4인,남성,19,20대 이하,5,대학교,임시·일용근로자,취업,보건·복지,Y,5,4,5,24.0,37.0,175,0.0,25,120,320.0,3840.0,33.6,286.4,128,34,13,23,33,61,292,-5.6,71.6,143.2,11.9,30.9,0.8,메모-0776: 소득 항목은 월평균 금액으로 응답
HH-2025-000777,2025,1,ED-0277,R09,경기도,면부,농촌,ST-09-면,PSU-0250,2025-08-08,인터넷,완료,단독주택,전세,0,부부,2,2인,남성,68,60대,5,대학교,자영업자,취업,도소매·숙박,N,3,5,5,11.5,49.0,0.0,715,15,115,845.0,10140.0,143.7,701.3,66,72,30,26,28,45,267,434.3,350.6,495.9,10.3,24.5,1.165,메모-0777: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000778,2025,2,ED-0278,R12,충청남도,면부,농촌,ST-12-면,PSU-0287,2025-09-14,인터넷,완료,단독주택,전세,0,1인가구,1,1인,여성,61,60대,5,대학교,자영업자,취업,농림어업,Y,3,3,10,5.0,38.5,0.0,550,20,70,640.0,7680.0,108.8,531.2,65,58,21,26,38,32,240,291.2,531.2,531.2,10.9,26.2,1.53,메모-0778: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000779,2025,3,ED-0279,R15,경상북도,면부,농촌,ST-15-면,PSU-0024,2025-04-24,전화,부분응답,연립·다세대,자가,0,부부+자녀,3,3~4인,여성,29,20대 이하,6,대학원,임시·일용근로자,취업,운수업,Y,5,2,5,60.5,33.0,180,0.0,5,10,195.0,2340.0,10.7,184.3,99,30,3,2,36,36,206,-21.7,61.4,106.4,16.3,41.2,1.895,메모-0779: 응답자가 조사표 작성 기준을 확인함
HH-2025-000780,2025,4,ED-0280,R15,경상북도,동부,도시,ST-15-동,PSU-0061,2025-05-31,인터넷,완료,아파트,자가,1,1인가구,1,1인,여성,52,50대,4,고등학교,임시·일용근로자,취업,운수업,Y,5,4,10,44.5,34.5,170,0.0,30,40,240.0,2880.0,13.2,226.8,43,42,4,3,32,35,159,67.8,226.8,226.8,18.5,35.5,0.755,"메모-0780: 생활비, 주거비 항목 재확인"
HH-2025-000781,2025,1,ED-0281,R15,경상남도,면부,농촌,ST-15-면,PSU-0098,2025-07-07,인터넷,완료,연립·다세대,전세,0,1인가구,1,1인,남성,35,30대,4,고등학교,상용근로자,취업,제조업,Y,5,4,5,25.5,39.0,425,0.0,0,50,475.0,5700.0,49.9,425.1,31,33,0,2,38,23,127,298.1,425.1,675.1,7.8,29.1,1.12,메모-0781: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000782,2025,2,ED-0282,R09,경기도,읍부,농촌,ST-09-읍,PSU-0135,2025-08-13,인터넷,완료,오피스텔,자가,0,부부,2,2인,여성,46,40대,5,대학교,임시·일용근로자,취업,농림어업,Y,5,5,15,17.0,29.5,200,0.0,20,45,265.0,3180.0,14.6,250.4,83,32,2,3,32,27,179,71.4,125.2,177.1,12.8,30.2,1.485,메모-0782: 소득 항목은 월평균 금액으로 응답
HH-2025-000783,2025,3,ED-0283,R01,서울특별시,동부,도시,ST-01-동,PSU-0172,2025-09-19,전화,완료,아파트,자가,22,부부,2,2인,남성,85,70대 이상,2,초등학교,비경제활동,비경제활동,,Y,2,3,10,,,0.0,0.0,120,85,205.0,2460.0,11.3,193.7,85,71,8,30,23,30,247,-53.3,96.8,137.0,36.7,30.2,1.85,메모-0783: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000784,2025,4,ED-0284,R17,제주특별자치도,동부,도시,ST-17-동,PSU-0209,2025-04-29,인터넷,완료,아파트,보증부월세,29,1인가구,1,1인,여성,56,50대,4,고등학교,임시·일용근로자,취업,제조업,Y,4,2,10,70.5,32.0,90,0.0,20,95,205.0,2460.0,11.3,193.7,73,102,0,17,23,27,242,-48.3,193.7,193.7,52.7,45.1,0.71,메모-0784: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000785,2025,1,ED-0285,R01,서울특별시,동부,도시,ST-01-동,PSU-0246,2025-06-05,인터넷,부분응답,아파트,월세,6,부부+자녀,3,3~4인,남성,77,70대 이상,2,초등학교,무급가족종사자,취업,운수업,Y,2,3,20,44.5,56.0,0.0,105,45,140,290.0,3480.0,15.9,274.1,83,98,15,27,24,50,297,-22.9,91.4,158.3,35.8,35.2,1.075,메모-0785: 응답자가 조사표 작성 기준을 확인함
HH-2025-000786,2025,2,ED-0286,R04,인천광역시,동부,도시,ST-04-동,PSU-0283,2025-07-12,방문면접,완료,연립·다세대,무상,0,한부모,2,2인,여성,66,60대,4,고등학교,상용근로자,취업,금융·전문서비스,N,4,3,5,70.0,29.0,385,0.0,45,55,485.0,5820.0,50.9,434.1,73,10,0,31,43,38,195,239.1,217.1,307.0,2.3,41.9,1.44,"메모-0786: 생활비, 주거비 항목 재확인"
HH-2025-000787,2025,3,ED-0287,R10,강원특별자치도,읍부,농촌,ST-10-읍,PSU-0020,2025-08-18,전화,완료,아파트,자가,20,부부,2,2인,남성,40,40대,4,고등학교,상용근로자,취업,도소매·숙박,Y,4,4,5,37.0,41.0,280,0.0,55,55,390.0,4680.0,40.9,349.1,79,19,8,2,39,51,198,151.1,174.6,246.9,5.4,32.3,1.805,메모-0787: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000788,2025,4,ED-0288,R02,부산광역시,동부,도시,ST-02-동,PSU-0057,2025-09-24,인터넷,완료,연립·다세대,자가,0,1인가구,1,1인,여성,50,50대,4,고등학교,임시·일용근로자,취업,정보통신,Y,3,3,30,38.0,44.5,220,0.0,5,90,315.0,3780.0,33.1,281.9,48,53,0,6,34,17,158,123.9,281.9,281.9,18.8,33.3,0.665,메모-0788: 소득 항목은 월평균 금액으로 응답
HH-2025-000789,2025,1,ED-0289,R15,경상북도,동부,도시,ST-15-동,PSU-0094,2025-05-04,전화,완료,연립·다세대,전세,0,1인가구,1,1인,남성,30,30대,6,대학원,임시·일용근로자,취업,건설업,Y,3,4,15,28.5,50.0,165,0.0,10,10,185.0,2220.0,10.2,174.8,50,95,0,11,29,44,229,-54.2,174.8,174.8,54.3,32.8,1.03,메모-0789: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000790,2025,2,ED-0290,R07,울산광역시,면부,농촌,ST-07-면,PSU-0131,2025-06-10,전화,완료,연립·다세대,자가,0,1인가구,1,1인,남성,65,70대 이상,4,고등학교,상용근로자,취업,운수업,N,3,3,5,19.0,33.0,410,0.0,5,20,435.0,5220.0,45.7,389.3,51,39,28,20,43,46,227,162.3,389.3,389.3,10.0,28.9,1.395,메모-0790: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000791,2025,3,ED-0291,R03,대구광역시,동부,도시,ST-03-동,PSU-0168,2025-07-17,인터넷,완료,아파트,월세,18,부부,2,2인,남성,54,50대,4,고등학교,상용근로자,취업,도소매·숙박,Y,3,3,5,23.0,44.0,250,0.0,50,85,385.0,4620.0,40.4,344.6,78,122,8,2,46,55,311,33.6,172.3,243.7,35.4,30.1,1.76,메모-0791: 응답자가 조사표 작성 기준을 확인함
HH-2025-000792,2025,4,ED-0292,R16,경상남도,동부,도시,ST-16-동,PSU-0205,2025-08-23,인터넷,완료,아파트,자가,25,부부,2,2인,남성,55,50대,3,중학교,임시·일용근로자,취업,도소매·숙박,Y,5,3,20,71.0,44.5,100,0.0,30,65,195.0,2340.0,10.7,184.3,61,92,5,16,39,25,238,-53.7,92.2,130.3,49.9,45.4,0.62,"메모-0792: 생활비, 주거비 항목 재확인"
HH-2025-000793,2025,1,ED-0293,R01,서울특별시,동부,도시,ST-01-동,PSU-0242,2025-04-02,방문면접,완료,단독주택,보증부월세,0,1인가구,1,1인,남성,55,50대,4,고등학교,임시·일용근로자,취업,농림어업,Y,4,3,5,58.5,44.0,150,0.0,0,75,225.0,3900.0,12.4,212.6,63,97,2,2,31,34,229,-16.4,212.6,212.6,45.6,40.2,0.985,메모-0793: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000794,2025,2,ED-0294,R15,경상북도,면부,농촌,ST-15-면,PSU-0279,2025-05-09,전화,완료,기타,자가,0,1인가구,1,1인,남성,68,60대,5,대학교,비경제활동,비경제활동,,N,4,4,20,,,0.0,0.0,35,25,60.0,720.0,3.3,56.7,51,61,0,18,29,33,192,-135.3,56.7,56.7,107.6,31.7,1.35,메모-0794: 소득 항목은 월평균 금액으로 응답
HH-2025-000795,2025,3,ED-0295,R12,충청남도,동부,도시,ST-12-동,PSU-0016,2025-06-15,인터넷,완료,아파트,자가,16,한부모,3,3~4인,남성,36,30대,5,대학교,상용근로자,취업,제조업,Y,5,3,25,33.5,47.5,345,0.0,40,65,450.0,5400.0,47.2,402.8,86,59,33,9,29,36,402,0.8,134.3,232.6,14.6,31.3,1.715,메모-0795: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000796,2025,4,ED-0296,R03,대구광역시,동부,도시,ST-03-동,PSU-0053,2025-07-22,전화,완료,아파트,자가,23,1인가구,1,1인,여성,23,20대 이하,5,대학교,학생,비경제활동,,Y,4,5,5,,,0.0,0.0,45,95,140.0,1680.0,7.7,132.3,69,55,21,2,14,25,186,-53.7,132.3,132.3,41.6,30.8,0.575,메모-0796: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000797,2025,1,ED-0297,R01,서울특별시,동부,도시,ST-01-동,PSU-0090,2025-08-28,인터넷,완료,단독주택,월세,0,3세대,6,5인 이상,여성,53,50대,4,고등학교,실업자,실업,,Y,5,3,10,,,0.0,0.0,65,50,115.0,1380.0,6.3,108.7,162,104,81,19,23,47,436,-327.3,18.1,44.4,95.7,31.6,0.94,메모-0797: 응답자가 조사표 작성 기준을 확인함
